Year,Month,city,Crop,Min Price,Max Price,Modal Price
2024,1,Ballari,Potato,49.11,55.05,52.05
2024,1,Ballari,Pumpkin,20.66,26.21,23.26
2024,1,Ballari,Ragi (Finger Millet),41.86,46.22,42.38
2024,1,Ballari,Rice (Paddy),36.76,41.5,38.92
2024,1,Ballari,Ridge Gourd,19.06,24.87,23.52
2024,1,Ballari,Sapota (Chikoo),36.06,43.94,39.62
2024,1,Ballari,Sesame,27.86,31.9,28.37
2024,1,Ballari,Sorghum (Jowar),35.04,38.97,38.37
2024,1,Ballari,Soybean,38.5,43.06,40.77
2024,1,Ballari,Spinach,31.49,36.73,33.5
2024,1,Ballari,Sugarcane,1,8.48,3.92
2024,1,Ballari,Sunflower,39.2,43.05,39.3
2024,1,Ballari,Tomato,52.46,54.65,53.81
2024,1,Ballari,Tomato (Hybrid High-Demand),40.21,44.99,44.5
2024,1,Ballari,Watermelon,35.2,37.07,35.31
2024,1,Belagavi,Amla (Indian Gooseberry),77.46,79.77,79.74
2024,1,Belagavi,Banana,30.02,34.7,30.7
2024,1,Belagavi,Beetroot,35.71,39.05,36.2
2024,1,Belagavi,Bitter Gourd,48.08,53.47,48.54
2024,1,Belagavi,Blackgram (Urad),35.81,39.29,36.18
2024,1,Belagavi,Bottle Gourd,40.96,43.83,42.91
2024,1,Belagavi,Brinjal (Eggplant),35.74,37.76,37.42
2024,1,Belagavi,Cabbage,20.35,29.39,24.98
2024,1,Belagavi,Capsicum (Bell Pepper),27.91,30.97,27.96
2024,1,Belagavi,Carrot,46.32,53.64,49.39
2024,1,Belagavi,Cauliflower,44.54,50.07,46.84
2024,1,Belagavi,Chickpea (Bengal gram),20.88,21.95,21.63
2024,1,Belagavi,Chilli,25.07,32.67,29.98
2024,1,Belagavi,Coriander,38.66,43.63,42.04
2024,1,Belagavi,Cotton,3.03,5.34,3.75
2024,1,Belagavi,Cucumber,26.93,32.83,30.96
2024,1,Belagavi,French Beans,25.83,31.23,29.11
2024,1,Belagavi,Grapes,68.69,72.56,68.86
2024,1,Belagavi,Green Peas,32.01,37.36,33.94
2024,1,Belagavi,Greengram (Moong),31.82,37.92,36.07
2024,1,Belagavi,Groundnut,34.8,40.81,37.75
2024,1,Belagavi,Guava,37.06,43.38,39.49
2024,1,Belagavi,Jackfruit,26.96,31.12,27.7
2024,1,Belagavi,Maize,26.2,31.35,26.58
2024,1,Belagavi,Mango,69.88,76.05,71.2
2024,1,Belagavi,Muskmelon,41.83,45.66,44.48
2024,1,Belagavi,Mustard,37.47,44.57,42.07
2024,1,Belagavi,Okra (Bhindi),41.57,46.77,46.3
2024,1,Belagavi,Onion,13.67,20.15,18.48
2024,1,Belagavi,Papaya,28.73,34.24,30.09
2024,1,Belagavi,Pearl Millet (Bajra),39.02,43.88,39.86
2024,1,Belagavi,Pigeonpea (Tur),19.13,22.73,21.43
2024,1,Belagavi,Pomegranate,51.67,56.62,52.47
2024,1,Belagavi,Potato,16.68,20.43,17.27
2024,1,Belagavi,Pumpkin,33.45,40.27,36.59
2024,1,Belagavi,Ragi (Finger Millet),30.75,38.03,34.06
2024,1,Belagavi,Rice (Paddy),30.68,34.15,33.64
2024,1,Belagavi,Ridge Gourd,34.91,42.3,38.87
2024,1,Belagavi,Sapota (Chikoo),20.08,23.81,22.26
2024,1,Belagavi,Sesame,21.84,29.08,25.35
2024,1,Belagavi,Sorghum (Jowar),29.9,32.87,29.95
2024,1,Belagavi,Soybean,46.88,50.28,49.93
2024,1,Belagavi,Spinach,23.99,28.9,24.35
2024,1,Belagavi,Sugarcane,3.7,6.89,5.73
2024,1,Belagavi,Sunflower,21.33,22.97,21.77
2024,1,Belagavi,Tomato,46.38,50.25,47.72
2024,1,Belagavi,Tomato (Hybrid High-Demand),36.84,45.33,40.99
2024,1,Belagavi,Watermelon,34.95,35.58,35.1
2024,1,Bengaluru,Amla (Indian Gooseberry),33.01,38.12,34.42
2024,1,Bengaluru,Banana,60.17,63.32,62.72
2024,1,Bengaluru,Beetroot,29.22,33.18,29.74
2024,1,Bengaluru,Bitter Gourd,33.29,40.55,36.89
2024,1,Bengaluru,Blackgram (Urad),24.67,28.42,27.96
2024,1,Bengaluru,Bottle Gourd,26.83,31.76,29.74
2024,1,Bengaluru,Brinjal (Eggplant),20.84,24.1,22.99
2024,1,Bengaluru,Cabbage,13.45,21.67,17.33
2024,1,Bengaluru,Capsicum (Bell Pepper),19.55,24.86,22.28
2024,1,Bengaluru,Carrot,43.15,49.82,46.84
2024,1,Bengaluru,Cauliflower,16.9,20.96,18.42
2024,1,Bengaluru,Chickpea (Bengal gram),30.09,35.08,32.89
2024,1,Bengaluru,Chilli,28.07,33.18,28.43
2024,1,Bengaluru,Coriander,44.28,50.3,45.52
2024,1,Bengaluru,Cotton,1,6.63,4.19
2024,1,Bengaluru,Cucumber,43.41,47.46,43.86
2024,1,Bengaluru,French Beans,35.31,39.38,37.49
2024,1,Bengaluru,Grapes,39.51,42.69,41.68
2024,1,Bengaluru,Green Peas,39.27,45.02,40.32
2024,1,Bengaluru,Greengram (Moong),34.71,39.14,36.34
2024,1,Bengaluru,Groundnut,18.48,22.48,21.51
2024,1,Bengaluru,Guava,23.74,33.09,28.71
2024,1,Bengaluru,Jackfruit,35.61,41.3,38.55
2024,1,Bengaluru,Maize,30.12,31.98,30.24
2024,1,Bengaluru,Mango,50.31,54.84,52.07
2024,1,Bengaluru,Muskmelon,41.06,46.65,44.1
2024,1,Bengaluru,Mustard,20.85,26.24,21.89
2024,1,Bengaluru,Okra (Bhindi),36.3,38.17,36.48
2024,1,Bengaluru,Onion,11.8,19.09,16.67
2024,1,Bengaluru,Papaya,44.38,48.58,46
2024,1,Bengaluru,Pearl Millet (Bajra),28.59,32.47,28.76
2024,1,Bengaluru,Pigeonpea (Tur),25.93,31.74,29.61
2024,1,Bengaluru,Pomegranate,64.05,69.13,64.32
2024,1,Bengaluru,Potato,26.96,31.77,27.02
2024,1,Bengaluru,Pumpkin,18.77,23.29,20.44
2024,1,Bengaluru,Ragi (Finger Millet),43.62,51.99,48.6
2024,1,Bengaluru,Rice (Paddy),24.07,25.76,24.52
2024,1,Bengaluru,Ridge Gourd,20.36,28.92,24.38
2024,1,Bengaluru,Sapota (Chikoo),30.86,34.54,31.43
2024,1,Bengaluru,Sesame,47.31,49.07,48.42
2024,1,Bengaluru,Sorghum (Jowar),34.18,38.82,37.43
2024,1,Bengaluru,Soybean,41.38,46.23,43.16
2024,1,Bengaluru,Spinach,19.63,25.94,22.67
2024,1,Bengaluru,Sugarcane,1,6.68,4.56
2024,1,Bengaluru,Sunflower,23.06,28.53,27.94
2024,1,Bengaluru,Tomato,30.41,38.94,35.2
2024,1,Bengaluru,Tomato (Hybrid High-Demand),45.56,54.24,49.58
2024,1,Bengaluru,Watermelon,37.86,43.71,39.65
2024,1,Bidar,Amla (Indian Gooseberry),51.77,55.19,54.59
2024,1,Bidar,Banana,41.37,47.46,46.05
2024,1,Bidar,Beetroot,27.52,32.79,28.9
2024,1,Bidar,Bitter Gourd,44.84,47.9,46.36
2024,1,Bidar,Blackgram (Urad),31.26,36.94,33.87
2024,1,Bidar,Bottle Gourd,33.4,35.69,33.42
2024,1,Bidar,Brinjal (Eggplant),19.76,28.02,24.25
2024,1,Bidar,Cabbage,25.99,29.86,27.83
2024,1,Bidar,Capsicum (Bell Pepper),45.17,48.87,48.06
2024,1,Bidar,Carrot,42.4,46.45,44.16
2024,1,Bidar,Cauliflower,17.52,20.68,18.48
2024,1,Bidar,Chickpea (Bengal gram),36.61,39.98,37.19
2024,1,Bidar,Chilli,35.35,37.58,37.31
2024,1,Bidar,Coriander,23.08,25.42,24.9
2024,1,Bidar,Cotton,3.48,5.72,4.99
2024,1,Bidar,Cucumber,20.82,22.76,22.6
2024,1,Bidar,French Beans,38.58,43.9,42.02
2024,1,Bidar,Grapes,72.31,78.1,74.54
2024,1,Bidar,Green Peas,20.27,25.13,23.83
2024,1,Bidar,Greengram (Moong),35.28,40.42,38.29
2024,1,Bidar,Groundnut,29.25,34.57,30.02
2024,1,Bidar,Guava,38.16,48.06,43.13
2024,1,Bidar,Jackfruit,18.55,23.66,21.41
2024,1,Bidar,Maize,20.93,26.99,23.21
2024,1,Bidar,Mango,27.45,34.43,31.83
2024,1,Bidar,Muskmelon,37.26,41.55,37.5
2024,1,Bidar,Mustard,43.84,51.83,48.35
2024,1,Bidar,Okra (Bhindi),31.13,36.93,34.41
2024,1,Bidar,Onion,49.27,51.81,49.38
2024,1,Bidar,Papaya,27.07,34.45,29.53
2024,1,Bidar,Pearl Millet (Bajra),25.99,31.22,27.49
2024,1,Bidar,Pigeonpea (Tur),15.77,22.89,20.71
2024,1,Bidar,Pomegranate,62.98,66.74,63.01
2024,1,Bidar,Potato,24.94,28.99,26.83
2024,1,Bidar,Pumpkin,43.85,49.06,48.48
2024,1,Bidar,Ragi (Finger Millet),47.49,50.82,48.65
2024,1,Bidar,Rice (Paddy),18.34,26.32,22.79
2024,1,Bidar,Ridge Gourd,41.52,42,41.79
2024,1,Bidar,Sapota (Chikoo),47.65,52.11,48.83
2024,1,Bidar,Sesame,33.25,38.55,35.08
2024,1,Bidar,Sorghum (Jowar),17.08,21.52,20.69
2024,1,Bidar,Soybean,47.16,51.62,48.82
2024,1,Bidar,Spinach,31.02,35.13,33.89
2024,1,Bidar,Sugarcane,4.68,9.29,5.76
2024,1,Bidar,Sunflower,43.82,49.2,47.36
2024,1,Bidar,Tomato,53.54,58.34,57.46
2024,1,Bidar,Tomato (Hybrid High-Demand),51.95,55.32,52.84
2024,1,Bidar,Watermelon,26.59,30.51,27.89
2024,1,Chikkaballapura,Amla (Indian Gooseberry),52.4,60.72,55.85
2024,1,Chikkaballapura,Banana,32.25,37.58,33.53
2024,1,Chikkaballapura,Beetroot,18.88,26.28,21.82
2024,1,Chikkaballapura,Bitter Gourd,27.78,32.65,29.43
2024,1,Chikkaballapura,Blackgram (Urad),35.98,38.23,35.99
2024,1,Chikkaballapura,Bottle Gourd,37.59,41.35,40.24
2024,1,Chikkaballapura,Brinjal (Eggplant),22.63,25.95,24.11
2024,1,Chikkaballapura,Cabbage,19.56,27.76,24.21
2024,1,Chikkaballapura,Capsicum (Bell Pepper),25.83,31.53,30.22
2024,1,Chikkaballapura,Carrot,22.25,24.84,24.8
2024,1,Chikkaballapura,Cauliflower,27.72,35.63,31.15
2024,1,Chikkaballapura,Chickpea (Bengal gram),21.5,24.12,24.05
2024,1,Chikkaballapura,Chilli,19.31,24.7,21.27
2024,1,Chikkaballapura,Coriander,18.86,25.39,21.83
2024,1,Chikkaballapura,Cotton,1,9.09,4.14
2024,1,Chikkaballapura,Cucumber,31.1,38.3,34
2024,1,Chikkaballapura,French Beans,32.21,35.24,32.69
2024,1,Chikkaballapura,Grapes,74.96,80.07,77.4
2024,1,Chikkaballapura,Green Peas,19.05,24.32,23.47
2024,1,Chikkaballapura,Greengram (Moong),23.19,26.62,24.43
2024,1,Chikkaballapura,Groundnut,17.36,24.69,20.68
2024,1,Chikkaballapura,Guava,32.71,37.75,33.75
2024,1,Chikkaballapura,Jackfruit,35.35,37.49,36
2024,1,Chikkaballapura,Maize,39.13,40.7,39.43
2024,1,Chikkaballapura,Mango,42,46.55,42.44
2024,1,Chikkaballapura,Muskmelon,31.74,33.75,31.84
2024,1,Chikkaballapura,Mustard,16.02,21.83,20.82
2024,1,Chikkaballapura,Okra (Bhindi),34.32,41.09,36.3
2024,1,Chikkaballapura,Onion,53.31,60.52,57.36
2024,1,Chikkaballapura,Papaya,33.72,42.66,38.27
2024,1,Chikkaballapura,Pearl Millet (Bajra),28.73,35.47,33.33
2024,1,Chikkaballapura,Pigeonpea (Tur),45.57,52.92,48.19
2024,1,Chikkaballapura,Pomegranate,45.75,48.35,46.02
2024,1,Chikkaballapura,Potato,40.28,49.57,45.16
2024,1,Chikkaballapura,Pumpkin,42.83,47.61,45.77
2024,1,Chikkaballapura,Ragi (Finger Millet),36.23,41.54,41.22
2024,1,Chikkaballapura,Rice (Paddy),35.02,41.1,38.9
2024,1,Chikkaballapura,Ridge Gourd,27.7,34.69,32.46
2024,1,Chikkaballapura,Sapota (Chikoo),43.98,49.93,46.93
2024,1,Chikkaballapura,Sesame,49.7,50.82,49.82
2024,1,Chikkaballapura,Sorghum (Jowar),29.64,35.95,32.47
2024,1,Chikkaballapura,Soybean,40.4,45.33,44.94
2024,1,Chikkaballapura,Spinach,32.87,38.93,35.22
2024,1,Chikkaballapura,Sugarcane,2.03,4.1,4
2024,1,Chikkaballapura,Sunflower,23.58,29.89,25.1
2024,1,Chikkaballapura,Tomato,41.22,46.86,43.15
2024,1,Chikkaballapura,Tomato (Hybrid High-Demand),42.93,48.33,45.22
2024,1,Chikkaballapura,Watermelon,44.94,46.91,45.08
2024,1,Chikkamagaluru,Amla (Indian Gooseberry),60.23,66.09,64.29
2024,1,Chikkamagaluru,Banana,49.69,55.23,50.87
2024,1,Chikkamagaluru,Beetroot,31.71,37.87,36.47
2024,1,Chikkamagaluru,Bitter Gourd,32.21,39.28,36.62
2024,1,Chikkamagaluru,Blackgram (Urad),20.68,26.57,22.53
2024,1,Chikkamagaluru,Bottle Gourd,27.2,28.97,28.55
2024,1,Chikkamagaluru,Brinjal (Eggplant),24.37,25.87,24.95
2024,1,Chikkamagaluru,Cabbage,41.74,45.38,44.39
2024,1,Chikkamagaluru,Capsicum (Bell Pepper),22.08,31.53,26.61
2024,1,Chikkamagaluru,Carrot,35.5,40.09,39.93
2024,1,Chikkamagaluru,Cauliflower,31.02,40.22,35.38
2024,1,Chikkamagaluru,Chickpea (Bengal gram),35.52,40.97,38.52
2024,1,Chikkamagaluru,Chilli,29.57,33.95,31.98
2024,1,Chikkamagaluru,Coriander,48.58,53.97,49.76
2024,1,Chikkamagaluru,Cotton,3.24,4.75,4.71
2024,1,Chikkamagaluru,Cucumber,21.63,24.53,23.19
2024,1,Chikkamagaluru,French Beans,44.59,49.06,44.67
2024,1,Chikkamagaluru,Grapes,29.24,33,32.08
2024,1,Chikkamagaluru,Green Peas,45.58,47.78,47.76
2024,1,Chikkamagaluru,Greengram (Moong),26.04,31.29,26.52
2024,1,Chikkamagaluru,Groundnut,31.63,39.51,36.05
2024,1,Chikkamagaluru,Guava,18.49,25.18,20.5
2024,1,Chikkamagaluru,Jackfruit,28.13,33.93,32.24
2024,1,Chikkamagaluru,Maize,18.96,23.29,21.37
2024,1,Chikkamagaluru,Mango,70.38,75.68,74.07
2024,1,Chikkamagaluru,Muskmelon,28.97,35.71,33.95
2024,1,Chikkamagaluru,Mustard,31.44,34.73,34.5
2024,1,Chikkamagaluru,Okra (Bhindi),24.17,26.36,25.99
2024,1,Chikkamagaluru,Onion,48.19,54.83,52.73
2024,1,Chikkamagaluru,Papaya,41.71,43.28,41.8
2024,1,Chikkamagaluru,Pearl Millet (Bajra),20.3,25.52,22.6
2024,1,Chikkamagaluru,Pigeonpea (Tur),24.17,28.75,24.59
2024,1,Chikkamagaluru,Pomegranate,36.71,43.39,39.89
2024,1,Chikkamagaluru,Potato,50.08,51.77,51.6
2024,1,Chikkamagaluru,Pumpkin,27.73,28.44,28.17
2024,1,Chikkamagaluru,Ragi (Finger Millet),26.26,31.46,30.68
2024,1,Chikkamagaluru,Rice (Paddy),18.9,25.12,20.67
2024,1,Chikkamagaluru,Ridge Gourd,29.48,31.1,30.55
2024,1,Chikkamagaluru,Sapota (Chikoo),49.39,53.15,49.97
2024,1,Chikkamagaluru,Sesame,37.74,39.14,37.96
2024,1,Chikkamagaluru,Sorghum (Jowar),27.43,34.88,31.33
2024,1,Chikkamagaluru,Soybean,48.58,48.98,48.85
2024,1,Chikkamagaluru,Spinach,17.56,22.15,20.57
2024,1,Chikkamagaluru,Sugarcane,2.11,6.65,3.9
2024,1,Chikkamagaluru,Sunflower,18.82,26.29,23.44
2024,1,Chikkamagaluru,Tomato,47.8,52.71,50.89
2024,1,Chikkamagaluru,Tomato (Hybrid High-Demand),41.74,43.9,41.88
2024,1,Chikkamagaluru,Watermelon,29.33,36.82,32.14
2024,1,Dakshina Kannada (Puttur),Amla (Indian Gooseberry),53.06,55.68,53.72
2024,1,Dakshina Kannada (Puttur),Banana,41.75,49.81,45.28
2024,1,Dakshina Kannada (Puttur),Beetroot,23.2,29.62,27.07
2024,1,Dakshina Kannada (Puttur),Bitter Gourd,24.15,28.18,27.09
2024,1,Dakshina Kannada (Puttur),Blackgram (Urad),19.52,21.38,20.37
2024,1,Dakshina Kannada (Puttur),Bottle Gourd,46.8,48.48,47.92
2024,1,Dakshina Kannada (Puttur),Brinjal (Eggplant),43.29,48.55,46.99
2024,1,Dakshina Kannada (Puttur),Cabbage,35.86,44.87,40.76
2024,1,Dakshina Kannada (Puttur),Capsicum (Bell Pepper),35.28,38.82,37.04
2024,1,Dakshina Kannada (Puttur),Carrot,41.76,45.96,44.27
2024,1,Dakshina Kannada (Puttur),Cauliflower,53.81,59.19,57.35
2024,1,Dakshina Kannada (Puttur),Chickpea (Bengal gram),24.53,30.07,26.03
2024,1,Dakshina Kannada (Puttur),Chilli,18.47,23.6,21.65
2024,1,Dakshina Kannada (Puttur),Coriander,28.95,35.57,31.62
2024,1,Dakshina Kannada (Puttur),Cotton,3.8,10.5,5.76
2024,1,Dakshina Kannada (Puttur),Cucumber,32.46,36.86,35.16
2024,1,Dakshina Kannada (Puttur),French Beans,45.62,50.55,45.87
2024,1,Dakshina Kannada (Puttur),Grapes,56.89,60.27,58.81
2024,1,Dakshina Kannada (Puttur),Green Peas,41.47,47.67,43.49
2024,1,Dakshina Kannada (Puttur),Greengram (Moong),24.9,33.29,28.43
2024,1,Dakshina Kannada (Puttur),Groundnut,33.62,38.81,37.05
2024,1,Dakshina Kannada (Puttur),Guava,47.6,52.54,49.39
2024,1,Dakshina Kannada (Puttur),Jackfruit,42.73,49.58,45.26
2024,1,Dakshina Kannada (Puttur),Maize,18.38,22.06,22
2024,1,Dakshina Kannada (Puttur),Mango,61.64,67.33,65.07
2024,1,Dakshina Kannada (Puttur),Muskmelon,34.59,38.48,37.86
2024,1,Dakshina Kannada (Puttur),Mustard,34.88,36.19,36.13
2024,1,Dakshina Kannada (Puttur),Okra (Bhindi),29.57,32.47,31.28
2024,1,Dakshina Kannada (Puttur),Onion,17.4,22.11,20.32
2024,1,Dakshina Kannada (Puttur),Papaya,29.96,36.16,34.5
2024,1,Dakshina Kannada (Puttur),Pearl Millet (Bajra),35.58,40.47,36.53
2024,1,Dakshina Kannada (Puttur),Pigeonpea (Tur),33.36,42.84,38.36
2024,1,Dakshina Kannada (Puttur),Pomegranate,42.66,50.67,47.52
2024,1,Dakshina Kannada (Puttur),Potato,34.62,40.07,37.42
2024,1,Dakshina Kannada (Puttur),Pumpkin,22.97,32.13,27.31
2024,1,Dakshina Kannada (Puttur),Ragi (Finger Millet),26.24,33.53,31.11
2024,1,Dakshina Kannada (Puttur),Rice (Paddy),20.56,23.56,21.1
2024,1,Dakshina Kannada (Puttur),Ridge Gourd,47.05,48.36,47.19
2024,1,Dakshina Kannada (Puttur),Sapota (Chikoo),43.59,51.32,46.81
2024,1,Dakshina Kannada (Puttur),Sesame,37.36,43.66,39.96
2024,1,Dakshina Kannada (Puttur),Sorghum (Jowar),24.15,28.13,27.6
2024,1,Dakshina Kannada (Puttur),Soybean,36.64,38.41,37.01
2024,1,Dakshina Kannada (Puttur),Spinach,45.63,49.78,45.97
2024,1,Dakshina Kannada (Puttur),Sugarcane,1,8.49,3.98
2024,1,Dakshina Kannada (Puttur),Sunflower,31.03,33.59,32.67
2024,1,Dakshina Kannada (Puttur),Tomato,42.14,45.38,45.35
2024,1,Dakshina Kannada (Puttur),Tomato (Hybrid High-Demand),34.68,37.75,37.13
2024,1,Dakshina Kannada (Puttur),Watermelon,38.23,41.15,40.03
2024,1,Davanagere,Amla (Indian Gooseberry),45.22,48.52,47.37
2024,1,Davanagere,Banana,48.77,54.33,50.37
2024,1,Davanagere,Beetroot,29.67,34.39,32.6
2024,1,Davanagere,Bitter Gourd,39.36,43.03,42.01
2024,1,Davanagere,Blackgram (Urad),26.3,31.64,28.44
2024,1,Davanagere,Bottle Gourd,24.05,30.53,25.56
2024,1,Davanagere,Brinjal (Eggplant),30.91,34.84,32.6
2024,1,Davanagere,Cabbage,13.68,18.95,18.31
2024,1,Davanagere,Capsicum (Bell Pepper),47.6,54.28,49.43
2024,1,Davanagere,Carrot,19.46,22.56,20.39
2024,1,Davanagere,Cauliflower,26.8,30.72,27.59
2024,1,Davanagere,Chickpea (Bengal gram),17.72,22.36,21.81
2024,1,Davanagere,Chilli,29.48,35.65,31.45
2024,1,Davanagere,Coriander,46.9,49.49,49.42
2024,1,Davanagere,Cotton,1,8.15,5.43
2024,1,Davanagere,Cucumber,43.16,46.63,43.56
2024,1,Davanagere,French Beans,32.46,35.15,33.48
2024,1,Davanagere,Grapes,75.8,81.19,78.27
2024,1,Davanagere,Green Peas,43.15,48.93,45.18
2024,1,Davanagere,Greengram (Moong),20.73,27.44,22.65
2024,1,Davanagere,Groundnut,40.56,42.9,41.4
2024,1,Davanagere,Guava,38.03,43.15,40.55
2024,1,Davanagere,Jackfruit,17.62,21.37,20.51
2024,1,Davanagere,Maize,19.78,27.21,24.31
2024,1,Davanagere,Mango,50.85,54.89,52.3
2024,1,Davanagere,Muskmelon,41.66,45.95,42.96
2024,1,Davanagere,Mustard,46.52,48.72,47.27
2024,1,Davanagere,Okra (Bhindi),16.85,21.81,21.38
2024,1,Davanagere,Onion,27.32,30.61,28.91
2024,1,Davanagere,Papaya,29.63,33.23,29.78
2024,1,Davanagere,Pearl Millet (Bajra),27.94,34.92,32.84
2024,1,Davanagere,Pigeonpea (Tur),43.15,46.89,45.96
2024,1,Davanagere,Pomegranate,71.02,78.12,74.57
2024,1,Davanagere,Potato,22.72,26.23,24.86
2024,1,Davanagere,Pumpkin,34.16,40.63,36.28
2024,1,Davanagere,Ragi (Finger Millet),30.85,33.78,32.62
2024,1,Davanagere,Rice (Paddy),35.04,35.61,35.16
2024,1,Davanagere,Ridge Gourd,32.88,37.53,35.96
2024,1,Davanagere,Sapota (Chikoo),20.31,21.2,20.93
2024,1,Davanagere,Sesame,34.43,34.88,34.87
2024,1,Davanagere,Sorghum (Jowar),18.68,26.03,23.68
2024,1,Davanagere,Soybean,48.34,51.83,49.6
2024,1,Davanagere,Spinach,26.06,29.41,27.06
2024,1,Davanagere,Sugarcane,1,8.2,5.26
2024,1,Davanagere,Sunflower,36.79,42.06,37.65
2024,1,Davanagere,Tomato,41.36,45.86,44.78
2024,1,Davanagere,Tomato (Hybrid High-Demand),34.31,38.42,34.98
2024,1,Davanagere,Watermelon,36.57,43.99,41.2
